"title","company","location","summary","link","uniqueid","description"
"Data Scientist","SSM Health","Louis, MO","Uses machine learning to mine data from clinical databases.","https://www.indeed.com/rc/clk?jk=81243c69e572e277&fccid=b00c5e088999b49c&vjs=3","92119575f491690dbd4128299613b60a","PRIMARY RESPONSIBILITIES
Uses machine learning to mine data from clinical databases.
Parses, validates, and scrubs data of different formats (structured and unstructured) to ensure the integrity of clinical data.
Implements visualizations of data that are user friendly, easily interpreted, and actionable.
Develops creative and analytically driven solutions by employing statistical and machine learning techniques.
Designs experiments, collects data, performs statistical analysis, and presents solutions to improve clinical care.
Automates resource-consuming and repetitive tasks by writing reusable code for speeding up the delivery of commonly-made requests related to fetching, summarizing, transforming and visualizing data.
Develops, evaluates, implements, maintains and enhances predictive models and processes.
Performs other duties as assigned.
EDUCATION
Bachelor’s degree in business or health care, Associate’s degree, or high school diploma or equivalent
EXPERIENCE
Three years’ relevant experience with a Bachelor's degree; seven years' relevant experience with an Associate's degree; or one year of additional schooling/training and ten years of relevant experience with a high school/equivalent
PHYSICAL REQUIREMENTS
Frequent lifting/carrying and pushing/pulling objects weighing 0-25 lbs.
Frequent sitting, standing, walking, reaching and repetitive foot/leg and hand/arm movements.
Frequent use of vision and depth perception for distances near (20 inches or less) and far (20 feet or more) and to identify and distinguish colors.
Frequent use of hearing and speech to share information through oral communication. Ability to hear alarms, malfunctioning machinery, etc.
Frequent keyboard use/data entry.
Occasional bending, stooping, kneeling, squatting, twisting and gripping.
Occasional lifting/carrying and pushing/pulling objects weighing 25-50 lbs.
Rare climbing."
"Return to Work - Infrastructure Data Scientist","Facebook","Boston, MA","We are applied quantitative and computational experts using math, statistics, and machine learning to measure & optimize cost, performance, reliability and…","https://www.indeed.com/rc/clk?jk=271d5e3dc9bfb318&fccid=1639254ea84748b5&vjs=3","5e982f2a651c8b4ce995053d9dcd94aa","Full Job DescriptionFacebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.

The Infrastructure Quantitative Engineering group is responsible for the strategic analysis to support and enable the continued growth critical to Facebook’s infrastructure organization. We are applied quantitative and computational experts using math, statistics, and machine learning to measure & optimize cost, performance, reliability and efficiency of Facebook’s infrastructure & global telecom systems to deliver the best experience to our global audience. The ideal candidate will be passionate about Facebook, have strong analytical and modeling aptitude and haves experience using data to drive cost effective decision making.This position has a 16-week duration beginning in February 2021. All candidates should be able to commit to a consecutive 16-week timeframe for successful completion of the program. At the end of the term, those who have demonstrated their abilities to succeed and make an impact at Facebook will be considered for a full-time position. Candidates are encouraged to apply early!This program is open to all candidates that have been out of the workforce for 2 years or longer immediately prior to the start of the program. Note that being enrolled in graduate schools for degrees do not count towards the two years. New grads, please apply through the students and grads careers page.
Build pragmatic, scalable, and statistically rigorous solutions to large-scale web, mobile, and data infrastructure problems by leveraging or developing state-of-the-art statistical and machine learning methodologies on top of Facebook's unparalleled data infrastructure.
Work cross-functionally to define problem statements, collect data, build analytical models, and make recommendations.
Build and maintain data driven optimization models, experiments, forecasting algorithms, and machine learning models.
Leverage tools like Python, R, Hadoop & SQL to drive efficient analytics.Degree in quantitative field (e.g. Computer Science, Engineering, Mathematics, Statistics, Operations Research or other related field).
2+ years of relevant industry experience solving analytical problems and building models using quantitative, statistical or machine learning approaches.
Experience with statistical methods such as forecasting, time series, hypothesis testing, classification, clustering, or regression analysis.
Experience with machine learning, statistics, or other data analysis tools and techniques.
Experience performing data extraction, cleaning, manipulation, and analysis using medium to large datasets.
Experience with at least one programming language (i.e., Python, R, Java, or C++).
Experience writing SQL queries.
Experience with scientific computing and analysis packages such as NumPy, SciPy, pandas, scikit-learn, dplyr, or caret.
Experience with data visualization libraries such as Matplotlib, Pyplot, ggplot2.
Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.
Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
"Data Scientist - Prediction/ML","Deliverr Inc",NA,"Inform and influence key Engineering/Growth/Ops decisions with data-informed insights.","https://www.indeed.com/rc/clk?jk=11678e7f98f79e17&fccid=b7c6ac68c94ef39c&vjs=3","943355141bd5693f7152954466cb3e13","Large online marketplaces like Amazon have trained consumers to expect products to be delivered in two days at no extra cost. As a result, millions of sellers on other marketplaces are falling behind, unable to cost-effectively deliver products to their customers within two days. Deliverr enables any seller, regardless of size, to delight their customers with fast, cost-effective fulfillment.

If you get excited about joining a company on a mission to deliver products anywhere in the world within two days, we're looking for you.

Data Scientist - Prediction/ML

The Data Science team is responsible for Deliverr's predictions, optimizations, pricing, and analytics. As a Data Scientist, you will specialize in one segment of Deliverr's business and become the expert in that segment's data analytics. In addition, you'll own initiatives to contribute to our prediction/optimization models.

What you'll do:

Develop models forecasting various phenomena.

Examples include:
Products' geographic demand
Point-to-point transportation times
Service failures in warehouse / carrier networks
Many others
Inform and influence key Engineering/Growth/Ops decisions with data-informed insights
What we're looking for:
2+ years of experience in a related role
Academic background in a quantitative field
Proficiency in Python (or similar language) and SQL
Ability to visually express complex information to both technical and non-technical audiences
Ability to work, prioritize, and adapt in a rapid-growth startup
Knowing the difference between sophisticated and effective

Must be based in North America."
"Data Scientist, Analytics-Remote Presence","Facebook","Bellevue, WA","There is a good balance between diving deep on technical side as well as influencing engineering leaders on this role - data scientists are the key partner to…","https://www.indeed.com/rc/clk?jk=fe2305d701edbbe7&fccid=1639254ea84748b5&vjs=3","526a5469c0ba1fa646ec90227c6ae88d","Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.

Messenger remote presence infra team powers audio and video calling for millions of users. This is a real time calling infrastructure for Messenger, Instagram, Workchat and Portal. We are looking for Data Scientists with deep knowledge in infrastructure systems to join us.Some of the key questions you will be working on: Systematic understanding of media stack of infrastructure with data, quantify media quality and explore how media quality affect user engagement; improving networking stack and working on cutting edge technology to make remote experience more real time and fun. With this role, you can learn a lot of skills to make you an awesome DS: dive deep into tech stack of infra, experimentation (A/B testing), operational support. There is a good balance between diving deep on technical side as well as influencing engineering leaders on this role - data scientists are the key partner to deliver insights and uncover opportunities and drive engineering roadmap on the team. Team is based in Bellevue.
Build long term product vision and strategy and scope out the area for the team
Generate product ideas that affects millions of users to connect real time
Understand the complex E2E real time infrastructure system and identify the bottlenecks and opportunities
Build and validate the hypothesis of product ideas and infrastructure improvements
Leverage data to inform the right business decision, such as designing how to evaluate the product performance and whether they should be launched5+ years of hands-on data science experience, Data analysis skill, willing to get your hands dirty with data
Expert knowledge of SQL, Python, R
Experience on working with multiple cross functional partners and influence decision making based on data
Experience initiating and drive projects to completion with minimal guidance
Experimentation- AB testing
Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.
Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
"Data Scientist - Remote","Schneider",NA,"With a knowledge of statistics modeling, solution techniques and tools, you'll be able to grow your technical skills while working on impactful and challenging…","https://www.indeed.com/rc/clk?jk=af6c211dcc263af2&fccid=e9c03ea5ebfe14ae&vjs=3","d2031f79adef25c9d3df24d81a979b38","Location:
USA
Shift:
First shift
Job ID:
202384
Schedule:
Full time; Full-time
Do you love being a part of developing business operations and practices, and applying specific methods, models, and analysis to create something amazing? We are looking for a Data Scientist to help design, build, and maintain next generation analytics solutions. The focus of this position is in developing practical solutions that help our customers meet their objectives. With a knowledge of statistics modeling, solution techniques and tools, you'll be able to grow your technical skills while working on impactful and challenging analytics problems. If this sounds exciting to you, review the information below and apply today.
About the role:You will create proposals, statements of work, project logs and updates, and presentations in a clear and concise manner. Document project assumptions and approach track savings.
You will identify data sources and prepare data (merging data from different sources, cleansing, manipulation, etc.).
You will collaborate with Senior Data Scientists and engineers to decide on approach and design.
You will independently document and implement analytical models to deliver actionable business insights and decision support.
In this role you will prepare and deliver written non-technical reports and presentations to managers indicating solution or range of possible alternatives, solution pros and cons, and technical suggestions.As an associate you will enjoy a strong work/life balance that includes paid vacation and holidays along with paid personal time off. You will also have access to medical, dental, and vision insurance and enjoy our company-paid life insurance and 401(k) savings with a company funded retirement plan. Schneider values individual development and offers a wide variety of opportunities through company-paid training and more than 170 personal development courses. What are you waiting for? You will love it here.
Our ideal candidate will have:
A PhD Degree in Data Science, Statistics, Mathematics, Computer Science, or a related field, or Masters Degree plus two years of meaningful experience
The ability to understand the uses and limitations of statistical methodologies such as time-series forecasting, regression analysis, random forests, k-means clustering and Bayesian methods, machine learning, and the ability to select the appropriate methodology to complete assignments
The ability to learn and utilize statistical programming languages and tools such as R, SAS, Python SQL, SPSS, and Tableau
The ability to effectively communicate technical information and concepts to non-technical audiences
Company Overview:

Schneider is a premier provider of transportation and logistics services. Our legacy started in 1935 with one man, one truck and one dream. Since then, we’ve grown and evolved to become a nearly $5 billion company (2019 revenue) with one of the broadest portfolios of services in the industry delivering superior customer experiences.

The Schneider Way:
We treat our customers, associates, shareholders and suppliers with integrity, dignity and respect.
We are a desirable employer due to our dedication to achieving mutually beneficial, lasting relationships.
We are a responsible member of the community.
Core Values:
Safety-first and always
Integrity in every action
Respect for all
Excellence in all that we do
Rise to the challenge and become a part of the Schneider family. Be the difference with a leader in an industry that impacts the world. Apply today at http://www.schneiderjobs.com.

Schneider is an equal opportunity employer.
Diversity, Equality and Inclusion at Schneider

Our history has taught us that treating everyone with dignity and respect is vital to our ongoing success. We embrace and seek out diversity that is inclusive of thought, race, ethnicity, gender, age, religion, sexual orientation, experience and background. We find that this diversity and openness ensures that all our associates have equal access to opportunities and resources to contribute fully to the organization’s success, and it fuels innovation, improves strategic thinking and cultivates leadership. Navigate to the following link https://schneider.com/about-schneider/diversity-and-inclusion to learn more about DEI at Schneider."
"Data Scientist Intern (Summer 2021)","BCG Digital Ventures","New York, NY","From product and test engineers to full stack engineers and data scientists, these venture builders all share a passion for innovative and emerging digital…","https://www.indeed.com/rc/clk?jk=a0a6b14bceb267e0&fccid=1f69c9c641b4c973&vjs=3","e73a14ba9820d9b15bd95cab854de2dc","We’re BCG Digital Ventures. Adventure awaits you.

We are an ever-growing global team of the world’s most remarkable entrepreneurs, designers, engineers, venture architects, product experts and investors. Our ventures create a strategic advantage for the most important global companies.

Engineering at BCGDV

Our multidisciplinary engineering team tackles challenges at their core. From product and test engineers to full stack engineers and data scientists, these venture builders all share a passion for innovative and emerging digital solutions. Working in collaboration with product and design teams, they use cutting-edge and custom technologies to imagine, build and launch breakthrough digital businesses that disrupt markets and generate untold value for businesses and consumers alike.

Program Overview

We are looking for students currently enrolled in Masters or PhD degree programs in Data Science,Computer Science, Engineering or related programs and are graduating in December 2021 or May/June 2022. The 10-week internship program will allow interns to gain valuable experience working on our current Ventures.

In this role you will:
Demonstrate and communicate a passion about building the data foundation, products and capabilities that drive business growth
Build innovative data products: e.g., real-time services, such as personalization; A/B testing; audience segmentation; unified profile; commerce graph; as well as a big data platform on Hadoop and Spark with real-time data ingestion and processing
Conceptualize, define, and oversee regular updates around key product metrics as the company’s challenges and data evolve
Execute descriptive analyses, ranging from identifying product opportunities to understanding user behavior
Cultivate strong collaborations with product, engineering, senior stakeholders
Share your technical solutions and product ideas with the BCG DV team through design review, pair programming, code reviews, and tech talks
Balance competing priorities while adhering to deadlines and aligning resources with value demands
You should have:
Active enrollment in a MS or PhD program in Computer Science, Engineering or a related subject from an accredited University
Ability to plan, prioritize and organize work effectively and efficiently within a team
1+ years of experience in analytical field
Experience in statistical modeling and/or machine learning
Experience with a programming language like Python, Java, R and C++
Ability to translate data insights into product decisions
Enthusiasm for learning new things and going deep into detailed data analysis
Workflow flexibility and strong teamwork skills

Interested applicants may apply through the careers section of the website at https://www.bcgdv.com/. Interviews will take place after resumes have been screened for minimum requirements. Please note that this position is not restricted solely to the responsibilities listed above and that the job scope and responsibilities are subject to change.

BCG Digital Ventures is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, age, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected under federal, state or local law."
"DTI Data Scientist","Cognitio","McLean, VA","In addition to tool development, the candidate will have the opportunity to develop machine learning and artificial intelligence skills through close…","https://www.indeed.com/rc/clk?jk=952fb12649a75ca8&fccid=508e80021e28c6db&vjs=3","71356e68256e16b963c5c2ccb7ad4b5c","We have an opening for an Automation Engineer to support a fast-paced, challenging, and rewarding program within the Northern Virginia area. The position requires an active TS/SCI with Polygraph security clearance. The Automation Engineer will work on a small and growing team supporting a data-intensive organization through the development of apps, tools, and packages designed to automate ETL, business practices, and intelligence products. The Automation Engineer will enable the use of data from an enormous variety of sources through database queries and REST API calls. In addition to tool development, the candidate will have the opportunity to develop machine learning and artificial intelligence skills through close coordination with data scientists throughout the program. The Automation Engineer will be highly customer-focused and must be comfortable developing innovated solutions in an often resource-constrained classified development environment. The ideal candidate will be skilled, flexible, and passionate about developing technical solutions which will directly impact US national security. We are looking for the ability to rapidly prototype and test solutions with production-level quality. Collaboration and team-building skills are also critical for success.Requirements
Required Qualifications:
Clearance - TS/SCI CI Poly"
"Entry level Data Scientist","Cloudbigdata Technologies","Sayreville, NJ","Knowledge of a variety of machine learning techniques and their real-world advantages/drawbacks.","https://www.indeed.com/rc/clk?jk=9ec3e4e788ee6cff&fccid=0bcea91e2670d30b&vjs=3","ec5c385bc3dbd00a7fe0a23faf4e2552","Company Description
Our company is a leading IT services, consulting and outsourcing company delivering exceptional business solutions and customer value to its customers worldwide.
We offers end-to-end innovative and leading edge solutions to help corporations leverage technologies, outperform their competition and acquire sustainable growth. We have proven capabilities in new and emerging technologies and extensive experience across a broad range of industries and domains which enable us to deliver world-class, secure, scalable and reliable business systems.
We have achieved many distinctions and milestones of outstanding success during the course of its evolutionary journey.
Job Description
 Bachelor’s Degree in a quantitative field required with minimum of 1 year of’ experience; Master’s degree preferred.Knowledge of a variety of machine learning techniques and their real-world advantages/drawbacks.Knowledge of advanced statistical techniques and concepts and experience with applications.Ability to write clean and concise code, especially in R or Python.Keen eye for detail and thoughtful investigation of data before relying upon it.Ability to work in a professional, confident manner.Sound prioritization and time management skills.Intuition for data science best practices, stemming from proven experience.
Qualifications
Additional Information
All your information will be kept confidential according to EEO guidelines."
"Data Scientist","TruU",NA,"Develop state of the art deep and machine learning programs for risk modeling and analysis, user identification, and anomaly detection.","https://www.indeed.com/rc/clk?jk=29559c02005b8f2b&fccid=b90546797b186016&vjs=3","1a13f12097507e6c32b8b72c98d90858","Full Job DescriptionTruU is a cyber security company that is transforming the way we identify users in order to provide digital and physical access as a frictionless experience. We are currently looking for a senior data scientist with the following skillsets.
Location: Boulder. Remote work a possibility
Responsibilities
Develop state of the art deep and machine learning programs for risk modeling and analysis, user identification, and anomaly detection.
Design, implement, and validate solutions in Python using machine learning libraries like PyTorch, TensorFlow, and scikit-learn.
Collect data and extract insights from various sources including but not limited to various sensors on endpoints and mobile including but not limited to keystroke cadence, mouse behavior, application usage, Bluetooth, and WiFi patterns.
Closely work with the engineering team to integrate the solutions into TruU's platform.
Very familiar with best practices in machine learning.
Keep up to date with latest technology trends.Skills and Experience
3+ years of experience developing novel Machine Learning models and operationalizing them.
Strong software development background in Python and shell scripting. Experience with C, C++, Java, or C# strongly recommended.
Strong quantitative background, including an advanced degree in mathematics, physical or computational sciences or comparable.
Excellent communication, writing, and interpersonal skills.
Ability and desire to work in a highly collaborative environmentBonus Points:
A background in cybersecurity.
Prior experience building user identification or biometrics models.
Familiarity with best practices for minimizing engineering debt of machine learning.
Experience with training and deploying ML models on the endpoint."
"Sr. Data Engineer","Wrench.ai Inc","Salt Lake City, UT","Build, maintain, and own the ETL for a streamlined and logical data pipeline for personalization artificial intelligence app using machine learning, deep…","https://www.indeed.com/company/Wrench.ai-Inc/jobs/Senior-Data-Engineer-33b8e8a5174e4b59?fccid=01e824c681b51ea6&vjs=3","533477d39946994199254e9e07477606","Sr. Data Engineer, Wrench.AIResponsibilitiesBuild, maintain, and own the ETL for a streamlined and logical data pipeline for personalization artificial intelligence app using machine learning, deep learning, statistical analysis, and savvy data selection.Work closely with product and data science teams in building and evolving the foundation, platform, and structure that enable data products to create differential progress.Collaborate with teams in the development and implementation of policies for prevention of instances of a breach, also known as disaster recovery plans.Prioritize structured and unstructured data, ETL scrubbing, analysis, and for use in delivering actionable insights and scaling the company.Evaluate new data sources, approaches and technology, make recommendations for solutions and conduct quarterly evaluations of the data science team’s efficiency and make changes as necessary.Participate in strategic planning, data acquisition, API integrations, and product line planning with the executive team.Aid in the creation, automation, production, and tuning of advanced analytical models that ingest data and provide actionable insights and outputs.Work with compliance team members to create, implement, and maintain data governance policies consistent with all compliance requirements, GDPR, and CCPA.Hard Skills:3+ years of data-related experience at the management level and in the trenchesRDS, Postgres, SQL, AWS, including Glue, Step Functions, Workflows, etc, and Python experience.Analytical modeling across more than one industryETL and automation expertiseExtensive experience with data sourcing and selectionExtensive experience managing data ingestion, data engineers, and data wranglingNLP, NLU experience a plusGraph/Neo4j database experience a plusData visualization and interpretation (Plot.ly, Dash, D3, etc) also a plusSoft Skills:Willingness to work closely with other teams on business and technical pointsA futurist mindset, the ability to recognize that in othersSavvy data acumen and willingness to ask questions or admit you need helpSystems level thinking and the ability to comprehend and retain complex conceptsJob Types: Full-time, Part-time, ContractPay: $87,787.00 - $120,000.00 per yearBenefits:Flexible scheduleHealth insuranceVision insuranceSchedule:8 hour shiftMonday to FridaySupplemental Pay:Bonus payCOVID-19 considerations:We did remote work before it was cool. Enjoy working from home. Strong technology / IP, equity and growth potentialEducation:Associate (Preferred)Experience:SQL: 3 years (Required)python: 3 years (Preferred)Shift Availability:Day Shift (Required)Contract Length:More than 1 yearWork Location:Fully RemoteHours per week:20-2930-39This Job Is:Open to applicants who do not have a high school diploma/GEDA job for which all ages, including older job seekers, are encouraged to applyOpen to applicants who do not have a college diplomaA job for which people with disabilities are encouraged to applyCompany's website:Wrench.ai"
"Data Scientist - Center for Digital Health","Mayo Clinic","Rochester, MN","PhD degree in domain-relevant sciences (mathematics, computer science, statistics, physics, data science, engineering, health science or other domain-relevant…","https://www.indeed.com/rc/clk?jk=901fe99a1db84158&fccid=26877094797beef3&vjs=3","107b7790d1754d6cf162a4c23f9a8247","City
Rochester
State
Minnesota
Telecommute
Yes
Department
Center for Digital Health
Why Mayo Clinic
Diversity and inclusion are integral to Mayo Clinic's mission to provide excellent, culturally relevant care in a welcoming environment to patients from a wide variety of backgrounds and creating an inclusive work environment where differences are valued, allowing individuals to achieve and contribute to their fullest potential. This commitment to diversity is woven into the fabric of Mayo Clinic - we embrace these values as we serve our patients, employees, students, suppliers and communities.
Position description
The Center for Digital Health at Mayo Clinic is looking for a Data Scientist to join the Center for Digital Health AI Innovation and Enablement team. The ideal candidate will be a thought leader on the practical application of AI in health care with an initial focus on effective implementation of validated models and operational run of the models. You will be responsible to develop processes and ensure regulatory compliance for design, development, and implementation of models into clinical workflows, data provenance, model monitoring/retraining, and measurement on effectiveness of models. As the team builds out AI implementation processes and a workflow product to enable this flow, including a Quality Management System, you will be a key player in ensuring the workflow product efficiently enables the process. You will also work in conjunction with Data Science and Informatics faculty to provide technical thought leadership on the application of data science at Mayo.
Candidate must have extensive expertise in navigating the whole data science spectrum of transforming data and information into knowledge and wisdom. Candidate needs to understand working in a regulated environment, preferably FDA Software as a Medical Device, and building, deploying and supporting regulated software throughout the software development lifecycle.
Candidate will provide strategic direction regarding data science and AI across the Mayo enterprise. You will work with enterprise leadership to advance digital strategy with use of AI at Mayo Clinic.
You will work closely with Informatics and IT teams to create data and intelligence driven systems to solve complex client problems. You will make strategic recommendations on data collection, integration and retention requirements, incorporating business requirements and knowledge of best practices. You will design, develop, apply and modify scripts or software applications to support data management, documentation, data extraction and data analysis as required. You will provide Consultative Services at an enterprise level to departments/divisions. You will be required to gather, analyze, present findings to leadership.
Other responsibilities:
Participates in multidisciplinary teams to design, develop, and recommend new approaches for data driven decision-making.
Leads discovery processes on pioneering AI/ML based approaches to solve complex data problems across a variety of domains.
Has deep expertise in the methods used to analyze data and deep knowledge of data types, topics, and scientific challenges and approaches that will be used to help inform and define new products, experiences and technologies.
Guides and educates the data science team to provide unbiased and accurate information, analysis, consultation, and recommendations to support strategic and operational data science initiatives at Mayo Clinic.
Will develop analytics tools that can be used by other staff with non-technical expertise.
This position can work from anywhere in the United States.
Qualifications
PhD degree in domain-relevant sciences (mathematics, computer science, statistics, physics, data science, engineering, health science or other domain-relevant field) with at least four years of informatics, Artificial Intelligence, data science and/or machine learning.
The successful candidate will need to have both technical and business background/experience along with strong leadership skills. Experience leading technical/quantitative teams and in-depth business or practice knowledge is required.
Demonstrated ability to develop predictive and prescriptive models on large-scale datasets to address various business problems through leveraging advanced statistical modeling, machine learning, or data mining techniques, is required. Demonstrated application of several problem-solving methodologies, planning techniques, continuous improvement methods, project management methods, and analytical tools and methodologies (e.g. machine learning, statistical packages, modeling, etc.) required. Incumbent must have ability to independently manage a varied workload of projects with multiple priorities and stay current on healthcare trends and enterprise changes. Excellent interpersonal skills to include presentation, negotiation, persuasion, and written communications skills are required. Exceptional time management is required. In addition, requires excellent analytical skills, consulting skills, ability to deploy data science solutions, ability to identify and recommend solutions, advanced computer application skills and a commitment to customer service. Experience with data modeling and date exploration tools. Expertise in the use of scientific computing and data management packages. Demonstrated ability to prioritize, organize, and delegate various tasks on projects. Demonstrated initiative in administration, education (seminars, training), software development, and technical reports.
Additional qualifications
Demonstrated ability to provide vision and strategic direction at an institutional or enterprise level to departments/divisions and committees.
Exemption status
Exempt
Compensation Detail
Education, experience and tenure may be considered along with internal equity when job offers are extended. The minimum salary every 2 weeks is approx $5,017.60, based on a full-time position.
Benefits eligible
Yes
Schedule
Full Time
Hours / Pay period
80
Schedule details
M-F daytime hours, additional hours as needed
Site description
Mayo Clinic is located in the heart of downtown Rochester, Minnesota, a vibrant, friendly city that provides a highly livable environment for more than 34,000 Mayo staff and students. The city is consistently ranked among the best places to live in the United States because of its affordable cost of living, healthy lifestyle, excellent school systems and exceptionally high quality of life.
Category
Administration, Business, Finance, IT and Engineering
Job posting number
142789BR
Recruiter
Laura Percival
Equal opportunity employer
As an Affirmative Action and Equal Opportunity Employer Mayo Clinic is committed to creating an inclusive environment that values the diversity of its employees and does not discriminate against any employee or candidate. Women, minorities, veterans, people from the LGBTQ communities and people with disabilities are strongly encouraged to apply to join our teams. Reasonable accommodations to access job openings or to apply for a job are available.
Email"
"Data Scientist / Data Engineer","SEVEN","Marshall, TX","Work with customers and customer support in troubleshooting as a subject matter expert in mobile analytics.","https://www.indeed.com/rc/clk?jk=ae2fad598ffe3650&fccid=3cde71f7f4b78fd8&vjs=3","6394868cdc0b9804e1bf7cbf5fd4e9d4","Job Description
SEVEN Networks develops innovative mobile software solutions that help wireless carriers, mobile device manufacturers, application developers, and end users understand, analyze and optimize the wireless traffic between mobile devices and the cloud. We are looking for a team-oriented Data Scientist or Data Engineer to turn the vast amounts of data collected by SEVEN mobile applications and external data sources into actionable insights for customers of the analytics services, ecosystem partners, and for internal use.
This job will be based at our Marshall, Texas headquarters.
Responsibilities:
Overall responsibility for creating insights from internal and external data sources
Provide insight into SEVEN product management and executive team on key performance indicators and improvement opportunities of SEVEN products and users at the marketplace
Provide analytics and insights on user behavior, network performance, and mobile application performance to respective customers and ecosystem partners
Drive and design improvements to SEVEN mobile products to incorporate data collection that allows continuously better insights
Drive and design improvements to SEVEN analytics products from data collection to data frameworks, processing, dashboards and presentation
Work with customers and customer support in troubleshooting as a subject matter expert in mobile analytics
Qualifications:
2+ years of relevant experience in analysis and statistics, and corresponding analytics engineering skills
Technical or Scientific Master’s degree is required with strong background in mathematics. Ph.D. or other advanced degrees are desirable
Experience in SQL, R, Python for analytics, combining data from multiple sources, experience in cleaning up data before jumping to conclusions
Excellent verbal, written and visual presentation skills
Demonstrated ability and curiosity to find and explain stories and insights from the granular data, connecting the data to real-world benefits
Experience in business intelligence packages is preferred
Experience in Hadoop is preferred
Passion for mobile applications and smartphones
Job Information
Industry
Technology
City
Marshall
State/Province
Texas
Country
United States
Zip/Postal Code
75672"
